category,description
covid,Just home from town &amp; there were so many people wearing masks incorrectly. I feel a bit frustrated by it but Iƒ??m chƒ?? https://t.co/wTwZ1seQhV
covid,##COVID19 and New York retail https://t.co/aUv60GNyfE
covid,"#COVID19: Delhi reported 1,142 new cases and 29 deaths today, taking the total number of cases to 1,29,531 and death tally to 3,806."
covid,How can tech leaders help position their organizationƒ??s #techstrategy in a way that aligns with shifting investmentƒ?? https://t.co/AIDJS3QvvA
covid,"#Danang #COVID19 patient's health gets worse quickly, prompting doctors to use #ECMO &amp; filter bloodƒ?? https://t.co/0c09GtUX61"
covid,@UrsulaIreneRay1 @VijayShadean #SouthAfrica #tourism @GoToSouthAfrica #CarteBlanche #COVID19 #Cricket #Rugby not sure of the breed
covid,How has having #ColleaguesForLife helped #DeloitteAlumni Karen Seminara-Patton co-found an organization to help medƒ?? https://t.co/xcbg2VesYY
covid,"Successful #openingday with a #grandslam #walkoff by matt_olson21 !Was anyone else thinking: SIX FEET, with this ceƒ?? https://t.co/x8WJ0FnIFq"
covid,#Brazilƒ??s #Bilsonaro who tested positive for #COVID19 says his latest test result was negative.
covid,"From more than 1,000 deaths in the US, fourth day in a row to questions about the global supply chain's ability toƒ?? https://t.co/wP58MfbT8E"
covid,"If you have been affected by the brief #COVID19 lock down, take some time to think of the animals we have permanentƒ?? https://t.co/6mEum6Ruau"
covid,"#COVID19: 1,142 positive cases, 2,137 patients recovered/discharged/migrated and 29 deaths in #Delhi today. There aƒ?? https://t.co/i8m34hJodD"
covid,Check out my latest article: Three Supply Chain Risks That Could Thwart A Successful COVID-19 Vaccineƒ?? https://t.co/3Tdkknwns7
covid,STOP FOGGY GLASSES WITH THIS HACK!!!!!! #COVID19 #facecoverings #maskproblems #facemask #hack #maskhack #MaskMoaners https://t.co/IjuRQVuBHL
covid,Symptom Duration and Risk Factors for Delayed Return to Usual Health Among Outpatients with #COVID19 in a Multistatƒ?? https://t.co/wNUL5Bd5Ok
covid,#COVID19 is the religion of 21st Century Jews fighting 21st Century Christian Evangelicals
covid,"@kenolin1 That's an admission from @realDonaldTrump, probably the only truth we'll ever hear from him, that he regrƒ?? https://t.co/QgrbHcUvy8"
covid,There must be bad #times in order to appreciate the #good ones. ~Jeffrey Duarte https://t.co/rRoQRhtM5Z #depressionƒ?? https://t.co/AetE9xyDbc
covid,PR :  @VishalKOfficial and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back..  While #Vishal 'sƒ?? https://t.co/wV5foDZswX
covid,@BenJamesPhotos Pink #BENPC #LOCKDOWNPHOTOCHALLENGE #COVID19 #SaturdayMorning #flowers https://t.co/DLGgosBPjQ
covid,"National and state impact of #COVID19 on our elder population. This is a societal loss of wisdom, history, and of sƒ?? https://t.co/4gaIfWiDcB"
covid,"#COVID19 in #AndhraPradesh:  -7,813 new cases -52 more deaths -53,681 more samples tested -3,208 more discharged -Eƒ?? https://t.co/lKlZORk7r7"
covid,ALERT: Eye Opener: Rep. John Lewis remembered - Global Pandemic News | #Coronavirus #COVID19 #Protests -ƒ?? https://t.co/D8C1Ps4ebx
covid,"My uncle just tested positive for #COVID19 , we already lost 3 family members.   PLEASE wear a mask,social distance. https://t.co/YoXI0LbeLI"
covid,Venrap Radio Now Playing Venrap Radio by Stay safe during this #COVID19 we love you Download our app or listen onƒ?? https://t.co/eQQGBJ8M5E
covid,ƒ??The anxiety surrounding COVID-19 has caused Bipolar and Chronƒ??s Disease to flare up quite badlyƒ?  Read more of youƒ?? https://t.co/oMFMm4ALPR
covid,"We Shall Over Come! With victory in our minds in our #FightAgainstCorona, our retail outlets across India are adherƒ?? https://t.co/qwNPUCXbxj"
covid,"Absolutely NO... If they had, we wouldn't be standing at 3rd position worldwide with more than 12 lakh #COVID19 casƒ?? https://t.co/qxWoJLGCaZ"
covid,#CORONAVIRUS update 7/25/2020: *Nearly 40 countries report record single-day increases in infections. *US records oƒ?? https://t.co/PbHPWgfd6U
covid,"In the US, even those with insurance face possible economic burdens from the pandemic.  Tens of millions of Americaƒ?? https://t.co/Wje81ryIkV"
covid,Undercover inspectors are deployed by the @AbuDhabiDED to make sure that all anti- #Covid19 measures are being follƒ?? https://t.co/LNdyGBFXIt
covid,"Hospital cleaners, porters &amp; catering staff are unsung #COVID19 heroes. Tell @issworld to pay them a fair wageƒ?? https://t.co/tSrg8MgqLx"
covid,"#Manufacturing production activity begins to echo 2019 trends, indicating further industry normalization. But willƒ?? https://t.co/ZrjOg5KZqN"
covid,"#COVIDUpdates: AP records as many as 7,813 new cases in the last 24 hours taking the tally to 88,671. 52 deaths werƒ?? https://t.co/WRxXzhOFVA"
covid,Economies participating in the Asia-Pacific Economic Cooperation (#APEC) reaffirmed the prioritization of economicƒ?? https://t.co/fXIWpmUDNl
covid,WORLD #NEWS #TODAY SHORTENED FOR BUSY PEOPLE https://t.co/lcRKTCWIdy  #politics #trump #money #wisdom #leadershipƒ?? https://t.co/pPWyxba1SF
covid,"#APEC reaffirms #COVID19 economic recovery priorities, movement of essential goods https://t.co/sWRE9l9Fss"
covid,"July 25 #covid19 trend report for Dallas TX. DFW covid cases, hospitalizations, deaths, 7-day average.ƒ?? https://t.co/RztOCAn19h"
covid,Cautious optimism? Arizona May be plateauing with #COVID19   Potential good news.  https://t.co/j20GOpHK04
covid,"Want A #COVID19 Test? Itƒ??s Much Easier To Get In Wealthier, Whiter Neighborhoods #TestingWhileBlack https://t.co/vCdDRLHFEs"
covid,@jkenney @AdrianaLaGrange @RachelNotley @shoffmanAB sit in a room together &amp; find a solution please. Parents need yƒ?? https://t.co/xqaO5tG5UH
covid,"@WalshFreedom @freddyatton I just realized, if trump &amp; @GOP were to win (God Forbid) and they finally stripped ACA-ƒ?? https://t.co/gk8AS397q3"
covid,Pleased to share our interesting results from worldwide survey of impact of #covid19 on bariatric surgery. Need robƒ?? https://t.co/Xru8SrE3BK
covid,"????Remember when Trump told us that one day it would miraculously dissapearƒ?‹?He was talking about your family, friendƒ?? https://t.co/mC4BnFqquE"
covid,"Hon. Municipal Commissioner, Shravan Hardikar appeals to all patients recovered from #COVID19 to #donate theirƒ?? https://t.co/DVfM8opTVv"
covid,"@NBCNews @TODAYshow 6 feet apart, no #masks, indoors. #COVID19 bad examples. How R U going 2 get the kids 2 wear emƒ?? https://t.co/EAD1loS5U7"
covid,The truth about #COVID19 has to be around here somewhere.  #coronavirus update #SaturdayMorning #saturdayvibes https://t.co/7hiLER0fHc
covid,#coronavirusspain #COVID19 Warning! #Spain could once more be a death trap: second spike! #Catalonia #Barcelona hasƒ?? https://t.co/AUFXd60ns1
covid,Three Cs is a term I hadnƒ??t heard before. Good advice.   #GoodAdvice  #COVID19 https://t.co/ykSvJbILKP
covid,"#Delhi | 1,142 #COVID19 positive cases, 2,137 patients recovered/discharged/migrated and 29 deaths today. There areƒ?? https://t.co/Ty7BH1aVgO"
covid,Great to be with @ABC7Robert yesterday on @ABC7GMW #SocialDistancing #BBQ #COVID19 #COVID19 https://t.co/XSi0CvTSga
covid,Yes! #WakeUp #COVID19 #Fake #Plandemic #Exosomes #VirusTheory #5G is the real #Virus #SayNoToBillGatesƒ?? https://t.co/fj9wHAH7IV
covid,"We are pleased to announce the inclusion of the Virology Laboratory, University of Nigeria Teaching Hospital, Enuguƒ?? https://t.co/uxdPxiHN3J"
covid,Why are apartment buildings exempt from the mask requirement? It makes no sense. There's probably 300 people in myƒ?? https://t.co/pS2nCZdPym
covid,Great tips from our friends at @samhsagov! #COVID19 #InThisTogether https://t.co/BtsiHvnGB3
covid,ALERT: Parents decide whether to send kids back to school as coronavirus spreads faster than ever - Global Pandemicƒ?? https://t.co/4xlpmk4Zel
covid,"Does a football jersey count? First MD in the NFL, opting out to care for others. #MedBikini #COVID19 @Chiefsƒ?? https://t.co/z3JtqQG6HQ"
covid,"ƒ??Since everything stopped because of the pandemic, I havenƒ??t had any information from [LALA]. Nobody has contactedƒ?? https://t.co/FvHjSj6mMJ"
covid,Pandemic could push more N. Carolina families to home school | Miami Herald https://t.co/7OhF8j1uMb #homeschooling #COVID19 #coronavirus #NC
covid,This impactful video by a Liv McNeil demonstrates in 3:22 minutes why all students need outdoor learning.ƒ?? https://t.co/t9j2ao0EVe
covid,Government (Tabla player) of most of the countries during #pandemic  #COVID #COVID19 https://t.co/7Ww1o4IFxL
covid,"Since everythingƒ??s changing with #COVID19, @RedSox can we start playing this version of Sweet Caroline at games? Thƒ?? https://t.co/572lQQDwhc"
covid,I use many sources for my #COVID19 guidance.   I do use the CDC for some things but I have to fact check their sourƒ?? https://t.co/ipYUezB7zh
covid,It so brilliant to see people awake and not accepting the #COVID19 mainstream narrative.
covid,Coronavirus - Kenya: COVID-19 Update (24th July 2020)   @MOH_Kenya @susan_mochache @MoetiTshidi @WHOAFRO @DrTedrosƒ?? https://t.co/48HVIXqpYP
covid,#alreadyvideo #RihannaXTiwa #ObasekiFlagsOffToday #COVID19 #TachaDanceChallange #FraudbyQuodjoe #BBNaijia2020ƒ?? https://t.co/CCUsUOEMsd
covid,100%  feeling good ! Sounds like a soul song ! #COVID19 https://t.co/E5fp3sIBl5
covid,"EKITI COVID-19 UPDATE: As at 09:00 am on July 25, there are forty-two (42) active cases of #COVID19 in Ekiti State.ƒ?? https://t.co/qdXGA4fuMD"
covid,Are we still doing the travel credit ??? #COVID19 #Stimulus
covid,Thanks ƒ?@GovofCOƒ? for stressing personal responsibility with a #facecoveringmandate limiting the spread of #COVID19ƒ?? https://t.co/yBaJfUNY5W
covid,"Follow the advisory to fight #COVID19 at your workplace. Your safety is in your hands. Stay alert, stay safe.ƒ?? https://t.co/qOLYT7XQCD"
covid,The #Ukraine's President?ÿrenewed the invitation to Abdel Fattah al-Sisi to visit Ukraine after #COVID19 is over. Abƒ?? https://t.co/Qni2Z9WjFY
covid,"#GoodJobCop #SaturdayMotivation   DCP Hari Kiran @chennaipolice_ helped Radhe Amma (50), a sanitary worker, get a jƒ?? https://t.co/lHaZ5CxhsX"
covid,Sad Reality: Hundreds of Cars line up drive thru Food Drive in Florida https://t.co/3pQoULuznu    #COVID19
covid,@CPKolkata @KolkataPolice It would be a commendable step taken by the @KolkataPolice personnel in regard to fight aƒ?? https://t.co/WQnNLN7CBT
covid,"""This development is very worrying and will continue to be monitored very closely by the RKI.. A further exacerbatiƒ?? https://t.co/uDBCgnQIth"
covid,"If this is not AWESOMENESS, I don't know what is????????????  #BBNaijia2020 #RihannaXTiwa #alreadyvideo #COVID19 https://t.co/gUjp3t8OLd"
covid,@BenJamesPhotos A new beginning 6yrs ago.  A wonderful new addition to our family. Marley has brought us all so mucƒ?? https://t.co/tlZIstA3xs
covid,Drive-through #COVID19 testing hours at the Kinsmen changing on Monday ???? https://t.co/St5xGZnlIS https://t.co/foVq2iBU2q
covid,"Even when we have a #COVID19 vaccine, are face coverings here to stay? It feels like a massive shift towards more aƒ?? https://t.co/K4K8BqVTZT"
covid,"@LiamMcBaen They say, ""One is the loneliest number,"" anyway.   #WearAMask #realmenwearmasks #toughguyswearmasksƒ?? https://t.co/sPEAaY1LXJ"
covid,"Dr. Ebrahim Janahi, CEO of Tamkeen confirmed that supporting sectors affected by the coronavirus pandemic have reacƒ?? https://t.co/l5DZe947SU"
covid,I hate #Covid19 coz it made me lose the love of my life. The pain is so unbearable yooh??????¨. I hope to heal one day??????¨ƒ?? https://t.co/9SIOLgvqeo
covid,183 coronavirus cases linked to Al-Taqwa College in Melbourne but the commentary is nearly non existent. Imagine thƒ?? https://t.co/up6DhfZxo2
covid,An expert explains: Why it's wrong to talk about a second wave of COVID-19 https://t.co/nFHAIhd9VL #covid19
covid,"@mick_inLa Yes, the hoody #TrayvonMartin the mask #COVID19. As far as followers, I don't have any real friends in lƒ?? https://t.co/97OH1psSZt"
covid,Absolutely !! Exceptional situations need extraordinary solutions. We cannot fight the same battle with usual measuƒ?? https://t.co/93FjlTofsK
covid,"Every time you demonize ""the left, Democrats, liberals"" and people who oppose you...you are REJECTING THE MAJORITYƒ?? https://t.co/JC89mIb2Jo"
covid,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if yƒ?? https://t.co/u68CCkBZ1p"
covid,#COVID19 #testing programme on #Cyprus customer service employees ongoing.  Source: https://t.co/zqOR1zCbmx
covid,"My Late Baby Sister left behind three sons. The eldest, on the far right was just diagnosed with #COVID19. Heƒ??s inƒ?? https://t.co/3bnCpoWCMI"
covid,#COVIDUpdates: #COVID19 cases in the last 24 hours as on 25/07/2020 till 10 AM  #APFightsCorona #COVID19Pandemic https://t.co/wEfGviENYT
covid,Remember that nonsense about Obamacare and ƒ??death camps?ƒ? At least with the GOP in charge of a pandemic you get toƒ?? https://t.co/KuPgnbaFGX
covid,"#bbcaq Oh yes, I am sure we will be perfectly happy with self-certification re #distress with #wearingamask #wearamask #viralload #COVID19"
covid,Students are stressed due to this pandemic and are not mentally prepare to give exams.Moreover they are also goingƒ?? https://t.co/8pSPqPpJ6A
covid,Bored on Saturday morning? Tired of reading Covid-19 drama? Take a break and watch Ginger in her new shoes:ƒ?? https://t.co/2BQ8rRaAV2
covid,Who needs a Green List when weƒ??ve got this on our doorstep????úƒ?ƒ??‹???ø #Kerry #Staycation2020 #Cloghane #COVID19ƒ?? https://t.co/ht36eNK9Hq
covid,@wodarg called for an inquiry into the influence of #BigPharma on #WHO during the H1N1 pandemic. Should we call forƒ?? https://t.co/bxDx7KiATe
covid,"Our director will be speaking shortly on the Peoples Assembly event on the future of industry, jobs and rights at wƒ?? https://t.co/oZZbq6rgup"
covid,A review of the recent study (now retracted) which connected #5G with #COVID19   https://t.co/4eEdoiiz1W
covid,"Hello Twitter! Delighted to share with you the great innovators, creators and thought leaders. Visit our website anƒ?? https://t.co/oqPqyYGzNl"
covid,"Go Headlines: #TopNews Of The Hour #Rajasthan political crisis: Will stage sit-in outside PM House if needed, saysƒ?? https://t.co/agmm4wCoi7"
covid,"Another #ExGop-er  Amazing that it took the #pandemic for her to regret her choice; but hey, better late than neverƒ?? https://t.co/glFm9zcecO"
covid,It took two weeks with a limited population for one of my members to test positive for #COVID19 and we've followedƒ?? https://t.co/ob75JlMLYD
covid,Dear @realDonaldTrump before the Covid vaccine goes to market PLEASE repeal the 1986 Act that removed liability froƒ?? https://t.co/TuTbMZv7Nv
covid,Other countries are #ReopeningSchools   Well guess what?  Other countries aren't a raging hotbed of #COVID19 rightƒ?? https://t.co/qtCIwC7TtD
covid,Itƒ??s been rough with all the clubs shut ƒª?‹? in #newyork since #COVID19 hit. We wanted to find suggestions for Onlineƒ?? https://t.co/srpXKmW82M
covid,Wow! Very surprised! I am very impressed with Mia. She understands the rule (for waiting her brother Fraser to p--ƒ?? https://t.co/MJ9DWoekak
covid,"#france will require on-the-spot #Covid19 tests for travellers coming from 16 countries: United States, Brazil, Algƒ?? https://t.co/nAUGfDlxUs"
covid,The devil's laughing at us. #Catholic #Christian #truth  #COVID19 #coronavirus https://t.co/9n4SbZKIA4
covid,@BitcoinBehemoth Nope???? #COVID19 #coronavirus #cantstopthetruth https://t.co/kJKYBfW5vm
covid,"This WILL be the new way of life-until Nov. 4, the day after the election. Then, the lockdown charade becomes meaniƒ?? https://t.co/cBWTMTdLNu"
covid,"Doing the part to help fight the most important threats, addressing the issues of sanitization in this Pandemic. Aƒ?? https://t.co/XiPXxf6Hw1"
covid,@DineshS50064379 @KDMCOfficial @CMOMaharashtra @AUThackeray @NiteshNRane @RSSorg @narendramodi @omnavalihalkarƒ?? https://t.co/RkFYkh1LAZ
covid,@ckkirsch1 Comments on @andrewcuomo's mishandling of senior #COVID19 patients aren't politically motivated. They arƒ?? https://t.co/7dorCM29I2
covid,"Let the people praise thee, O God; let all the people praise thee.  Then shall the earth yield her increase; and Goƒ?? https://t.co/YWTZW6cXgX"
covid,"Since I canƒ??t go to the coffee shop #COVID19 I had to (re)imagine my outdoor space. Up early this morning reading,ƒ?? https://t.co/YkSjLWY9W1"
